people,252
today,221
britain,185
eu,178
uk,176
great,158
plan,151
’,150
jobs,148
new,140
help,138
security,137
vote,128
economy,119
i'm,106
£,104
see,102
future,99
we're,97
working,96
…,96
one,95
british,91
work,89
better,88
get,86
day,85
families,81
@conservatives,79
europe,79
clear,78
want,77
everyone,76
news,75
first,75
meeting,74
it's,74
must,73
#longtermeconomicplan,73
support,73
country,72
economic,71
good,70
would,70
back,70
make,69
conservative,69
thoughts,69
minister,68
us,67
campaign,67
year,66
state,65
remain,64
talking,63
tax,62
stronger,62
helping,61
keep,61
need,60
business,60
morning,59
secretary,59
family,58
referendum,58
world,58
government,57
rt,56
i'll,56
right,55
home,55
hardworking,54
#strongerin,54
time,53
meet,52
since,52
labour,52
i've,51
video,50
london,50
life,50
message,50
part,50
next,49
secure,49
plans,48
join,48
together,48
no10,48
best,47
important,47
growth,47
pm,46
strong,45
leave,44
children,44
–,44
pay,44
tonight,43
national,43
w,42
days,42
welcome,42
we'll,42
businesses,41
long-term,41
say,41
speech,41
ensure,41
election,41
hear,40
visit,40
team,40
president,40
means,40
proud,40
last,39
long,38
watch,38
making,38
deliver,38
done,38
like,38
across,38
years,38
show,37
miliband,37
much,37
safer,37
million,37
find,36
made,35
vital,35
win,35
article,35
around,35
cabinet,34
record,34
@zacgoldsmith,34
local,34
hard,34
way,34
go,34
deal,34
#voteleave,34
celebrating,33
council,33
many,33
create,33
delivering,33
that's,32
ed,32
real,32
don't,32
also,32
brighter,32
today's,32
forward,32
job,32
know,32
leaving,32
delighted,32
small,31
...,31
figures,31
let's,31
1/2,31
statement,31
take,30
thanks,30
leaders,30
@strongerin,30
european,30
key,30
ever,29
action,29
please,29
@george_osborne,28
ahead,28
end,28
set,28
change,28
every,28
congratulations,28
govt,28
big,27
young,27
party,27
tomorrow,27
trade,27
investment,27
giving,27
fantastic,27
global,27
inflation,26
mp,26
read,26
here's,26
term,26
cut,26
may,26
buy,26
england,26
homes,26
remember,26
employment,26
sign,25
unemployment,25
major,25
foreign,25
cobra,25
stay,25
candidate,25
@barackobama,25
snp,25
choice,25
10,25
@borisjohnson,25
full,25
wishes,25
opportunity,25
stick,25
never,24
let,24
another,24
campaigning,24
always,24
protect,24
stop,24
believe,24
commons,23
register,23
continue,23
nation,23
open,23
week,23
earlier,23
case,23
we've,23
going,23
chance,23
come,22
voting,22
happy,22
syria,22
1,22
give,22
well,22
school,22
schools,22
taxes,22
free,22
huge,22
sure,22
women,22
talks,22
shows,22
left,22
ht,22
hope,22
ensuring,22
agreed,21
#syria,21
night,21
creating,21
told,21
there's,21
2010,21
thank,21
department,21
discuss,21
affected,21
brilliant,21
backing,21
start,21
northern,21
greater,21
house,21
agree,21
2/2,21
announce,21
attack,21
share,21
nhs,21
victims,21
